45.379364,1.515765
44.10325,5.46555556
48.788,6.60966667
48.95533333,1.814166666
44.56222222,6.495
42.5333,2.3576
47.29555556,3.297222222
46.58333333,0.343888888
43.28194,5.38687
47.1775,3.016388888
43.742875,4.794583
47.8094,2.3056
42.6625,2.5
46.14810833,0.2969
48.837422,3.727251
45.67775,-0.72833333
44.141273,5.156427
48.26027778,2.69416667
45.778727,3.085766
42.52916667,3
45.13333333,2.00416667
46.34795,4.29822
46.36353,4.70044
44.83111111,-0.561111111
47.84619444,2.26675
42.49416667,3.04805556
44.38469444,4.99061111
46.945,4.299166666
42.5866,2.36634
48.583333,7.755833
48.63583333,-1.51138889
48.86583333,2.355
43.488921,2.759345
44.81152778,0.87375
49.1972,-0.9325
45.07305556,3.53361111
46.143417,0.404417
49.43194444,0.819166666
44.76867778,-0.311780555
43.705556,4.663889
45.71722222,-0.878055555
45.26361111,3.45472222
46.1578,4.1686
43.52888889,-1.054722222
48.853889,2.334444
43.330919,2.033813
43.776668,4.835159
44.10545,1.08481
43.93277778,4.81277778
43.75972222,-0.574166666
49.24305556,4.041944444
42.456052,2.634946
43.12737222,2.898336111
49.0575,7.58666667
48.48222222,2.334166666
48.9217,-1.2647
45.88138889,-0.913888888
48.05416667,-0.22638889
48.364626,6.866575
47.78732,7.507582
44.90494167,0.858958333
45.89102778,0.39144444
44.87594444,0.83081944
44.97935278,1.83823611
45.75472222,1.27527778
45.75555556,3.38916667
45.48305556,6.533611111
49.18166667,-0.372777777
46.302525,4.923852
46.20919,4.0779
46.56558056,4.909108333
49.503487,0.164923
46.21416667,1.081944444
44.51777778,0.53388889
45.00980556,1.08813889
45.83713889,1.48963889
45.27351667,1.225258333
45.17472222,1.67
47.54833333,-1.377777777
47.86416667,5.335277777
47.47055556,-0.555
43.95166667,4.8075
46.58527778,1.866944444
48.556701,7.505443
43.8897,0.3731
43.5125,3.88361111
46.676879,0.978625
45.76083333,4.827222222
45.75371111,4.827238888
42.6365,2.0978
41.51527778,9.16138889
43.92972222,4.994722222
43.04052778,2.56825
47.403056,0.717222
44.331838,4.789138
48.735249,7.05322
48.290632,-4.26656
44.151986,5.098257
47.46638889,3.748333333
46.4348427,4.6594736
46.02305556,-0.355277777
42.52814444,2.4008
45.74472222,-0.624166666
49.21931389,-1.52898889
43.71611111,5.329166666
43.46027778,6.263888888
48.25021,5.328849
48.49666667,7.47055556
43.87694444,7.446944444
46.57976,0.351981
48.58166667,7.750833333
48.25935278,7.456058333
45.78069444,3.089444444
46.745,2.460277777
43.76669167,4.695091666
42.5525,2.9711
48.71861111,4.948888888
44.44722222,1.443055555
42.4533,2.4967
43.78168,5.59613
49.3998,2.39401
43.28694444,5.37722222
45.049999,3.882486
44.5814,-0.0376934
49.4147,2.10158
44.7359,5.89915
44.261896,4.823621
43.8517,1.81028
47.2183,6.04645
46.4216,0.86406
44.6709,0.403899
43.8123,5.7496
43.8317,5.78401
45.8556,0.01278
43.9344,5.76035
46.9057,3.84065
47.5877,1.33194
46.7702,3.67644
43.822768,5.358067
43.7383,4.4675
44.49280556,4.94519444
42.50986111,2.905333333
46.535,3.19333
43.8711,5.61694
48.47018,6.355335
47.4031,1.0719
43.8878,5.48444
47.3892,0.65111
49.2783,-0.566332
48.0713,-0.779655
45.7719,-0.888
47.6322,4.14035
48.2343,0.15597
42.477262,3.124749
48.8529,7.41414
47.3933,0.682544
43.458056,3.235828
48.633783,-2.108242
45.6431,-1.0825
47.4594,3.52377
43.8775,4.5927
43.9992,5.06095
43.8337,5.78307
49.4045,2.11263
44.5391,4.32525
48.6926,2.2692
48.8476,1.8032
43.6863,-0.789139
48.7149,2.46089
45.5823,-0.6172
43.87941,5.66058
42.72717611,3.016733888
49.4087,-1.31639
46.43359,4.47451
49.5331,-1.45209
49.0339,2.0325
43.809,7.29625
45.79,-0.366031
42.57919444,2.614111111
43.7859,4.19389
44.6824,-0.337922
46.5315,1.5515
44.7457,-0.035717
46.1249,3.18916
48.8371,2.48736
42.9559,2.66122
43.2883,2.822
42.6943,2.77432
45.565,-0.6278
42.4987,1.9956
43.8946,5.86084
45.7506,1.28886
42.5492,2.38861
44.63,4.19806
42.3602,2.5198
43.8327,5.78356
42.5827,2.0784
42.58271111,2.078402777
42.62138889,2.372944444
43.6344,-0.694722
44.6149,-0.280682
44.664,-0.352257
43.6923,-1.33137
42.6485,2.5864
44.7126,-0.142085
45.0958,-0.516667
46.2674,3.47056
46.2926,2.85469
45.5219,-0.476343
47.0967,3.47889
42.59441667,2.454305555
46.0784,3.27081
47.4035,0.596359
43.7609,5.75044
45.6117,3.35115
45.2062,2.29145
42.6198,2.76979
47.7419,-2.91806
45.2053,2.44056
44.4462,1.44475
42.5831,2.41778
42.6591,2.56368
46.56462,4.90978
45.3224,2.51593
44.4217,4.09207
45.3355,3.77401
44.3761,-0.685
48.6223,1.99658
42.5454,2.40621
44.8353,-0.521389
42.5265,2.1217
44.6301,-0.037904
42.4794,2.30752
44.411,-0.268635
45.4772,-0.3736
47.8253,0.49028
42.7078,2.4915
42.4991,1.9801
45.8221,-0.505275
45.8964,-0.7935
45.69,-1.05167
45.7436,-0.35306
44.7604,-0.197255
44.6154,0.107146
45.4307,-1.0356
45.1818,0.714722
43.9356,5.83808
46.7109,2.69023
45.011,1.31264
45.1048,1.13675
42.6013,2.48616
49.4067,6.15389
42.6783,2.85157
42.6382,2.30556
43.2036,2.59556
47.6329,2.73888
42.5961,2.35588
49.1818,-0.372843
48.703,2.31261
42.667,2.4366
48.6036,2.46943
46.6369,3.0375
43.8185,3.79095
43.7984,6.94453
45.4441,1.40177
44.2967,0.629025
42.6262,2.8129
45.2647,-0.771022
45.3428,2.60178
44.0448,5.77921
43.764,4.05573
42.6131,2.54698
42.7104,2.45893
43.3448,3.21296
44.5656,0.890922
49.268415,3.693584
49.515,3.52333
44.91097222,1.21472222
43.313888,3.469167
46.32101,4.06214
49.4288,2.08039
43.5999,1.4504
42.56638889,2.38305556
43.33277778,-0.433333333
42.6519,2.8358
45.2725,0.17111
49.010361,4.187317
49.314302,4.170569
49.094005,1.789266
49.0716,1.77671
49.1155,2.01787
49.18414,1.73084
47.909453,3.714684
47.275167,1.554032
46.1764,2.4864
48.823593,7.405568
43.0411,2.29029
46.736888,1.412073
44.65685,4.76313
46.18944444,2.42583333
45.29283,5.675887
45.20719167,0.667122222
44.500501,6.455565
47.767388,6.105558
48.36191667,-4.2658
44.09666667,5.79222222
46.0025,0.3225
46.19444444,0.54916667
46.94916,4.29479
45.535228,2.148052
47.2405,3.7559
47.24049,3.75599
47.516389,-2.036944
47.560088,4.222564
46.114681,3.088177
49.547084,1.491863
47.41713,3.811686
45.8314,1.2598
44.75401,-0.074233
45.27071944,1.059661111
46.82680556,-0.13791667
46.45130556,5.46194444
46.44983,4.12176
45.63433333,5.36666667
47.64555556,3.727222222
43.65777778,6.924722222
45.51138889,0.39416667
47.54614,4.036864
43.32605556,2.52722222
46.5121,4.89871
45.86077778,-0.3235
45.8675458,-0.3199494
47.85833333,4.57652778
42.5644,2.19566
45.0489,-0.50093
45.6456,-1.0625
43.8591,5.70046
42.5257,2.9038
43.3147,3.27992
48.51147,3.7868
46.37734,4.73579
43.926,5.89011
43.6669,4.06194
42.5168,2.6295
46.6256,1.97547
49.5128,4.55613
43.7406,-0.659453
46.7773,6.3729
42.3541,2.53
42.6178,2.64651
42.77886,2.78703
44.6898,0.124621
47.470281,-0.554335
42.49055556,2.038888888
43.1892,-0.606111
43.61310833,3.828675
42.6105,2.37516
45.3349,2.48008
49.1158,-1.08548
42.53416667,2.350833333
46.16477778,3.05677778
44.7399,0.831444
42.7701,2.41465
42.8228,2.94875
42.563054,2.246288
48.5678,0.533281
42.4561,2.6647
42.5808,2.9267
42.4598,2.0385
42.58611111,2.9975
42.6749,2.48663
42.5676,2.35728
42.692,2.69657
42.6428,2.48529
44.4648,2.9463
42.6283,2.53791
42.7696,2.46002
45.0092,3.77528
48.4459,1.48472
43.3444,-0.263056
48.8727,1.97227
43.0468,2.7877
43.4906,3.79655
45.267,0.47975
46.43805,4.81061
